0.000000	0.000000	0.100000	-3.000000	0.000000	0.000000	1.637562e-002	114.521820	3.101854e-005	51.637180	
0.000000	0.000000	0.100000	-2.920000	0.000000	0.000000	1.865699e-002	111.471344	3.400996e-005	49.294048	
0.000000	0.000000	0.100000	-2.840000	0.000000	0.000000	2.127203e-002	108.420952	3.725071e-005	46.975494	
0.000000	0.000000	0.100000	-2.760000	0.000000	0.000000	2.427270e-002	105.370689	4.076187e-005	44.688976	
0.000000	0.000000	0.100000	-2.680000	0.000000	0.000000	2.771975e-002	102.320526	4.456202e-005	42.429867	
0.000000	0.000000	0.100000	-2.600000	0.000000	0.000000	3.168429e-002	99.270485	4.866093e-005	40.207573	
0.000000	0.000000	0.100000	-2.520000	0.000000	0.000000	3.624984e-002	96.220604	5.307013e-005	38.007248	
0.000000	0.000000	0.100000	-2.440001	0.000000	0.000000	4.151465e-002	93.170898	5.781979e-005	35.845261	
0.000000	0.000000	0.100000	-2.360001	0.000000	0.000000	4.759480e-002	90.121330	6.290498e-005	33.720142	
0.000000	0.000000	0.100000	-2.280001	0.000000	0.000000	5.462753e-002	87.071938	6.834589e-005	31.631950	
0.000000	0.000000	0.100000	-2.200001	0.000000	0.000000	6.277584e-002	84.022758	7.415225e-005	29.586897	
0.000000	0.000000	0.100000	-2.120001	0.000000	0.000000	7.223391e-002	80.973808	8.031220e-005	27.581905	
0.000000	0.000000	0.100000	-2.040001	0.000000	0.000000	8.323403e-002	77.925102	8.686546e-005	25.618322	
0.000000	0.000000	0.100000	-1.960001	0.000000	0.000000	9.605499e-002	74.876694	9.377988e-005	23.698580	
0.000000	0.000000	0.100000	-1.880001	0.000000	0.000000	1.110331e-001	71.828606	1.010606e-004	21.835138	
0.000000	0.000000	0.100000	-1.800001	0.000000	0.000000	1.285762e-001	68.780884	1.086957e-004	20.012297	
0.000000	0.000000	0.100000	-1.720001	0.000000	0.000000	1.491808e-001	65.733582	1.166961e-004	18.244099	
0.000000	0.000000	0.100000	-1.640001	0.000000	0.000000	1.734560e-001	62.686756	1.250025e-004	16.531769	
0.000000	0.000000	0.100000	-1.560001	0.000000	0.000000	2.021533e-001	59.640484	1.336224e-004	14.877081	
0.000000	0.000000	0.100000	-1.480001	0.000000	0.000000	2.362068e-001	56.594860	1.424677e-004	13.284785	
0.000000	0.000000	0.100000	-1.400001	0.000000	0.000000	2.767875e-001	53.549980	1.515523e-004	11.760706	
